20201223,长宁,北新泾,精致一房  户型方正 对口适存 近西郊百联房主自荐,217万,1室1厅 | 41.66平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_HLmrlxlAJ_1.jpg.296x216.jpg
20201223,长宁,北新泾,小区中间位置采光好，满五年。业主诚意出售,245万,1室1厅 | 40.2平米 | 南 | 精装 | 中楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_yRIbHBinP_1.jpg.296x216.jpg
20201223,长宁,北新泾,业主诚意出售，税费少，采光良好,212万,1室1厅 | 44.31平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_rqmnff2OR_1.jpg.296x216.jpg
20201223,长宁,北新泾,13年次新房，低单价，业主诚意出售,409万,1室1厅 | 56.14平米 | 南 | 简装 | 低楼层(共14层) | 2013年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_wJmmgfyLW_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一，精品小区，中间优质楼层,260万,1室1厅 | 41.95平米 | 南 北 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_xsHqWf5PU_1.jpg.296x216.jpg
20201223,长宁,北新泾,此房满五年，天井搭了一个客厅，得房率高房主自荐,273万,2室1厅 | 44.71平米 | 南 | 精装 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_8eMh7tKcR_1.jpg.296x216.jpg
20201223,长宁,北新泾,此房满五不唯一，无增值税，高楼层，采光好，产权清晰,259万,2室1厅 | 51.52平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0Zi4eg3UC_1.jpg.296x216.jpg
20201223,长宁,北新泾,原始三房一厅户型，双阳台，小区位置好，可上适存房主自荐,445万,2室1厅 | 73.06平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_02nCj8gW5_1.jpg.296x216.jpg
20201223,长宁,北新泾,店长大力推荐  优选房源 中间楼层  少有双南一房一厅房主自荐,278万,1室1厅 | 48.07平米 | 南 | 简装 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_eTkeqAo5x_1.jpg.296x216.jpg
20201223,长宁,北新泾,近地铁，中间楼层，不靠马路，精装修采光好。,340万,1室1厅 | 50.9平米 | 南 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_9gNGkwyko_1.jpg.296x216.jpg
20201223,长宁,北新泾,次新小区  动迁房  环境好  看房方便 价格可以谈,374万,1室1厅 | 55.74平米 | 南 | 简装 | 低楼层(共13层) | 2014年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_q4pcVe5TD_1.jpg.296x216.jpg
20201223,长宁,北新泾,楼层好，近地铁，原始动迁，税少,280万,1室1厅 | 55.29平米 | 南 | 精装 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_xniEazHFX_1.jpg.296x216.jpg
20201223,长宁,北新泾,近地铁，客厅采光好，业主诚意出售房主自荐,310万,2室1厅 | 49.74平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_D0Xk4kUNl_1.jpg.296x216.jpg
20201223,长宁,北新泾,绿园十村  一楼带花园  业主诚意售房,278万,1室1厅 | 48.16平米 | 南 | 精装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_8dasigK6G_1.jpg.296x216.jpg
20201223,长宁,北新泾,楼层佳，采光好，拎包入住，产权清晰房主自荐,290万,2室0厅 | 51.51平米 | 南 | 精装 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_aHJRH2jCu_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一，产权清晰，看房方便，业主诚意出售房主自荐,188万,1室1厅 | 34.15平米 | 南 | 精装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_KCab7tV8E_1.jpg.296x216.jpg
20201223,长宁,北新泾,精装修，近地铁，税费少，交通便捷。房主自荐,240万,1室0厅 | 40.87平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ljUEc01Xc_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一，精装修，小区中间位置。房主自荐,220万,1室1厅 | 40.26平米 | 南 北 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ttn3CH178_1.jpg.296x216.jpg
20201223,长宁,北新泾,好房推荐！一梯两户，中间楼层，精装修，无遮挡采光好房主自荐,290万,1室1厅 | 46.89平米 | 南 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_3IvABsYCM_1.jpg.296x216.jpg
20201223,长宁,北新泾,顶楼复式有露台，精装修，不靠马路，拎包入住,710万,4室2厅 | 141.5平米 | 南 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_md8lMskWL_1.jpg.296x216.jpg
20201223,长宁,北新泾,2号线 商品房 交通方便 品质小区房主自荐,439万,2室1厅 | 81.15平米 | 南 | 简装 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_T2TBeGyaW_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一，户型正气，看房提前约，交通便捷，,232万,1室1厅 | 49.02平米 | 南 | 简装 | 中楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-c08a44c8-2596-4a72-9936-887146445306.jpg.296x216.jpg
20201223,长宁,北新泾,楼层好，单价低，近地铁，业主诚心出售。,835万,3室1厅 | 121.44平米 | 南 | 精装 | 低楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_eiHgV92HO_1.jpg.296x216.jpg
20201223,长宁,北新泾,近地铁，厨卫朝北，南北通两房,满五唯一，售后公房房主自荐,315万,2室1厅 | 61.6平米 | 南 北 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_Uvuo3vqtQ_1.jpg.296x216.jpg
20201223,长宁,北新泾,非顶楼  户型方正  一梯两户 满五唯一 看房方便,279万,1室1厅 | 57.1平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/test-2af63407-0dc0-4212-9c23-c4a9265de9ef.png.296x216.jpg
20201223,长宁,北新泾,店长推荐！南北边套全明 采光好 满五唯一 近地铁房主自荐,405万,2室1厅 | 75.9平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_GZAIhFPAx_1.jpg.296x216.jpg
20201223,长宁,北新泾,不靠马路，单价低，业主诚心出售。,216万,1室1厅 | 38.2平米 | 南 | 简装 | 高楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_lmeQoI9x4_1.jpg.296x216.jpg
20201223,长宁,北新泾,房龄97年，简装，高楼层，采光好，东门离地铁近,215万,1室0厅 | 37.75平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_kD3fokwjk_1.jpg.296x216.jpg
20201223,长宁,北新泾,一房改两房，配套设施齐全，近地铁房主自荐,260万,2室0厅 | 41.78平米 | 南 | 精装 | 低楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_eBLyNWDHb_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一！业主诚意出售，可以看房,238万,1室1厅 | 39.05平米 | 南 | 毛坯 | 低楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0VExjeRAV_1.jpg.296x216.jpg
20201223,长宁,北新泾,一室半，户型正气，采光好，配套齐全房主自荐,202万,1室1厅 | 36.04平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_eE0wfhnfT_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一 总价低，楼层佳，采光无遮挡,200万,1室1厅 | 34.39平米 | 南 | 简装 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_oKIclCs8x_1.jpg.296x216.jpg
20201223,长宁,北新泾,2000年次新小区 小区自住率高 ，环境优美，业主诚售,870万,3室2厅 | 124.95平米 | 南 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_7Uppdqvv8_1.jpg.296x216.jpg
20201223,长宁,北新泾,大一房 户型佳 交通便利 配套设施齐全,270万,1室1厅 | 53.9平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_miKUwGP9M_1.jpg.296x216.jpg
20201223,长宁,北新泾,新泾一村，位于北新泾地铁站，出行方便，满五。,229万,1室0厅 | 37.92平米 | 南 北 | 精装 | 低楼层(共5层) | 1983年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_GDG2LWLvq_1.jpg.296x216.jpg
20201223,长宁,北新泾,低楼层大两房，又垫高不潮湿  品质小区,618万,2室2厅 | 96.36平米 | 南 | 简装 | 低楼层(共11层) | 1999年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_0OGhdXSuL_1.jpg.296x216.jpg
20201223,长宁,北新泾,全明正气2房，一梯两户，双南户型，诚售,320万,2室1厅 | 60.4平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_mEvhYHMPg_1.jpg.296x216.jpg
20201223,长宁,北新泾,链家精选，两室户 总价低 看房方便 百年适存,315万,2室0厅 | 49.93平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_I2V0t08S0_1.jpg.296x216.jpg
20201223,长宁,北新泾,小区环境好，低楼层，业主诚意出售房主自荐,227万,1室0厅 | 34.35平米 | 南 | 简装 | 低楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_HuR4JxGLq_1.jpg.296x216.jpg
20201223,长宁,北新泾,2000年商品房小区，正气三房，全明户型，冬暖夏凉。,635万,3室2厅 | 101.27平米 | 南 | 简装 | 中楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_HpikjtleE_1.jpg.296x216.jpg
20201223,长宁,北新泾,总价低，小区环境好，售后公房，满五唯一税费少房主自荐,187万,1室0厅 | 34.76平米 | 南 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_kq2YwaTVX_1.jpg.296x216.jpg
20201223,长宁,北新泾,全明户型，一梯两户 ，随时可看,266万,1室1厅 | 52平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_yPWKlgvHS_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一，小区改造环境优雅，户型方正采光通风效果好房主自荐,255万,1室1厅 | 42.91平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-7cd08734-ea01-4695-b16d-3dd5a73897c6.jpg.296x216.jpg
20201223,长宁,北新泾,94年房龄，位置安静，税费少，精品推荐房主自荐,305万,2室1厅 | 52.1平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_2ofoDOhQl_1.jpg.296x216.jpg
20201223,长宁,北新泾,采光充足，视野宽阔，满五年，业主急售房主自荐,268万,1室1厅 | 55.29平米 | 南 | 简装 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_STg9hJeN1_1.jpg.296x216.jpg
20201223,长宁,北新泾,产权满五年，小区花园位置，采光视野好，小区位置好,1300万,4室2厅 | 167.55平米 | 南 北 | 精装 | 低楼层(共11层) | 2000年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-ddd776a5-05ab-4fe9-8f8f-4bb351aa9c6d.jpg.296x216.jpg
20201223,长宁,北新泾,边套全明，近地铁，满五年，采光好看房方便，带大露台,875万,3室1厅 | 121.71平米 | 南 | 精装 | 低楼层(共13层) | 2007年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_oh0b96JKF_1.jpg.296x216.jpg
20201223,长宁,北新泾,高楼层全明户型。采光好通风好。装修好。可以拎包入住,235万,1室1厅 | 48.74平米 | 南 | 简装 | 高楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/test-a091c2af-9700-4e3d-bd07-d79267c8cc8e.png.296x216.jpg
20201223,长宁,北新泾,小户型！低总价！采光好！配套齐全！新上,230万,1室1厅 | 40.13平米 | 南 | 简装 | 高楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_39hVmbR1R_1.jpg.296x216.jpg
20201223,长宁,北新泾,满五唯一+楼梯房+顶楼复式+带阁楼+带露台！,978万,4室2厅 | 160.07平米 | 南 | 精装 | 高楼层(共5层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/4753cdadc92cf4cf114b98feb9e9e8b5-034.jpg.296x216.jpg
20201223,长宁,北新泾,一梯两户南北通，全明，品质好，业主诚意出售新上,600万,2室1厅 | 84.68平米 | 南 | 精装 | 中楼层(共6层) | 1998年建 | 板楼,
20201223,长宁,北新泾,独栋全明，楼层好，小区中间位置新上,380万,2室1厅 | 61.69平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/2cd6a8c8-5d78-4e9c-ab55-21c1dff0f1d9.png.296x216.jpg
20201223,长宁,北新泾,世纪之春花园 3室2厅 南新上,1140万,3室2厅 | 134.49平米 | 南 | 其他 | 高楼层(共13层) | 2003年建 | 板楼,
20201223,长宁,北新泾,南北户型， 东边套全明，高区采光好，不靠马路,465万,2室2厅 | 75.63平米 | 南 北 | 简装 | 高楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/310000-inspection/7e01ca60-49b5-4cf0-ba0f-800a55f04fd4.jpg.296x216.jpg
20201223,长宁,北新泾,小户型，精装修，总价低，看房随时。房主自荐,175万,2室1厅 | 25.6平米 | 北 | 简装 | 中楼层(共5层) | 1999年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/0b1233da-71a0-466f-ac2b-8cf8359edd1e.png.296x216.jpg
20201223,长宁,北新泾,一梯两户南北通，全明，品质好，业主诚意出售,580万,3室1厅 | 94.34平米 | 南 北 | 简装 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/96a58fec-85e7-4751-b491-b2b0894fc348.jpg.296x216.jpg
20201223,长宁,北新泾,剑河家苑 1室1厅 南新上,400万,1室1厅 | 55.39平米 | 南 | 其他 | 低楼层(共14层) | 2013年建 | 板楼,
20201223,长宁,北新泾,仙霞西路715弄 1室1厅 南新上,238万,1室1厅 | 45.58平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/518ffe65-0f4e-4264-819c-1492cb8515ea.png.296x216.jpg
20201223,长宁,北新泾,通协小区 1室1厅 南新上,400万,1室1厅 | 54.56平米 | 南 | 简装 | 中楼层(共11层) | 2005年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/07206489-1755-4c2a-a152-29b456d32355.png.296x216.jpg
20201223,长宁,北新泾,北新泾精品小区，边套全明。售后公房。房主自荐,255万,1室1厅 | 41.95平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/test-6da80b49-c815-4363-813a-1fe6718862f8.png.296x216.jpg
20201223,长宁,北新泾,户型正气  楼层好  视野开阔  近地铁,810万,2室2厅 | 99.6平米 | 南 | 简装 | 高楼层(共13层) | 2003年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/4c22f834-a3c5-436e-94c8-b94bf48adc54.png.296x216.jpg
20201223,长宁,北新泾,新上房源店长推荐好房+房型正气+税费少,510万,3室1厅 | 75.99平米 | 南 | 毛坯 | 高楼层(共6层) | 2005年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-540bece5-bc89-4991-a345-2f1495ad6691.png.296x216.jpg
20201223,长宁,北新泾,北新泾电梯房 楼层好视野佳 小区绿化好 得房率高,680万,2室2厅 | 103.32平米 | 南 | 毛坯 | 中楼层(共12层) | 2005年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/161ef838-a253-4c49-8b35-2b315efa8b25.png.296x216.jpg
20201223,长宁,北新泾,精装修，满五唯一，近地铁，配套齐全房主自荐,280万,1室1厅 | 41.5平米 | 南 | 精装 | 低楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/104c1b2f-1f39-4a6b-b135-1fde99056a5d.png.296x216.jpg
20201223,长宁,北新泾,近地铁，原始动迁，高楼层电梯房,450万,1室1厅 | 60平米 | 南 | 简装 | 高楼层(共13层) | 2011年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/81555d73-b234-4f77-a20a-e760d6098043.png.296x216.jpg
20201223,长宁,北新泾,小户型，低楼层，满五唯一，诚意出售,216万,1室1厅 | 36.04平米 | 南 | 毛坯 | 低楼层(共6层) | 1995年建 | 板楼,
20201223,长宁,北新泾,南北两房，中间楼层，精装修，小区中间位置,515万,2室2厅 | 83.62平米 | 南 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/facc0dd9-f83a-475a-8940-7662718f8ec3.png.296x216.jpg
20201223,长宁,北新泾,总价低，品质好，满五年，全明户型，房东诚意卖,370万,2室2厅 | 78.38平米 | 东 西 | 简装 | 高楼层(共6层) | 1998年建 | 板楼,
20201223,长宁,北新泾,可乐公馆 1室1厅 南,230万,1室1厅 | 37.1平米 | 南 | 其他 | 中楼层(共5层) | 1999年建 | 板楼,
20201223,长宁,北新泾,可乐公馆 2室1厅 东,232万,2室1厅 | 35.4平米 | 东 | 其他 | 中楼层(共5层) | 1999年建 | 板楼,
20201223,长宁,北新泾,可乐公馆 1室1厅 南,228万,1室1厅 | 36.13平米 | 南 | 其他 | 高楼层(共5层) | 1999年建 | 板楼,
20201223,长宁,北新泾,可乐公馆 2室1厅 北,190万,2室1厅 | 25.94平米 | 北 | 精装 | 高楼层(共5层) | 1999年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/02f0f2bb-20ef-40af-9298-1edb05ad3806.png.296x216.jpg
20201223,长宁,北新泾,一楼带大天井，北新泾地铁口，商品房房龄新，环境好,590万,3室2厅 | 95.06平米 | 南 | 精装 | 低楼层(共7层) | 1997年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/standard_5c17d28d-63d5-494e-a39e-e7a58da10625.png.296x216.jpg
20201223,长宁,北新泾,花园洋房，双南双天井，满五唯一，低于市场价急售房主自荐,558万,3室1厅 | 91.61平米 | 南 | 简装 | 低楼层(共6层) | 2001年建 | 板楼,
20201223,长宁,北新泾,可乐公馆 1室1厅 南 北,182万,1室1厅 | 28.88平米 | 南 北 | 精装 | 中楼层(共5层) | 1999年建 | 板楼,
20201223,长宁,北新泾,税费低，精装修，采光好，小区中间位置好,253万,1室1厅 | 35.4平米 | 南 | 精装 | 中楼层(共5层) | 1999年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-fef9061b-5139-44e9-9906-d2944021f6bb.png.296x216.jpg
20201223,长宁,北新泾,外地户口可买  精装修  地段成熟,183万,2室1厅 | 25.6平米 | 北 | 精装 | 中楼层(共5层) | 1999年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-9c3ea609-baed-472f-a0fe-355371380086.png.296x216.jpg
20201223,长宁,北新泾,三房朝南，全明户型，总价低的电梯三房，看房方便,720万,3室1厅 | 121.02平米 | 南 | 简装 | 低楼层(共12层) | 2000年建 | 塔楼,http://image1.ljcdn.com/x-se/hdic-frame/test-a19e0203-5441-4119-90f6-34e9acc7b4c3.png.296x216.jpg
20201223,长宁,北新泾,层高4.5，复式大虹桥，外地无社保可买,235万,2室1厅 | 34平米 | 南 | 精装 | 中楼层(共5层) | 1999年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-237aaacf-0b5d-48df-9c40-6cc59fb4a707.png.296x216.jpg
20201223,长宁,北新泾,可乐公馆 2室2厅 东,325万,2室2厅 | 50.41平米 | 东 | 精装 | 中楼层(共5层) | 1999年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-b4be7057-90db-4d1f-befb-efbb5afdda7b.png.296x216.jpg
20201223,长宁,北新泾,外地户口可买，长宁区中环位置，小面积,243万,2室1厅 | 35.7平米 | 南 | 精装 | 中楼层(共5层) | 1999年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-fa56c23f-c0cb-4a5d-a058-e42258d72a48.png.296x216.jpg
20201223,长宁,北新泾,满五年唯一，居家装修，保养比较好，户型佳，采光足,185万,1室0厅 | 33.7平米 | 南 北 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,
20201223,长宁,北新泾,VR房，楼层适中，超强采光，经典复式,330万,3室2厅 | 64平米 | 东 | 精装 | 中楼层(共5层) | 1999年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-6f2093f3-a22c-4207-9d21-ab878d6a0d0f.png.296x216.jpg
20201223,长宁,北新泾,05年动迁房，一梯两户全明户型，三开间朝南,750万,2室2厅 | 96.65平米 | 南 | 精装 | 低楼层(共6层) | 2005年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/590ad9ed-97a0-4df4-9a9b-7114af5436d1.jpg.296x216.jpg
20201223,长宁,北新泾,近地铁，满五唯一，厨卫全明，配套齐全,255万,1室1厅 | 41.5平米 | 南 | 简装 | 低楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/2b1851d6-d5a1-45d9-97eb-c95f938db01b.png.296x216.jpg
20201223,长宁,北新泾,商品房，电梯房，近地铁，三房两卫，卧室两南一北,1100万,3室2厅 | 137.64平米 | 南 | 精装 | 低楼层(共13层) | 2003年建 | 板楼,
20201223,长宁,北新泾,北新泾地铁站    小区高区  视野景观佳,500万,2室1厅 | 70.68平米 | 南 | 简装 | 中楼层(共13层) | 2007年建 | 板楼,
20201223,长宁,北新泾,福泉路450弄 2室0厅 南新上,270万,2室0厅 | 52.98平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_kKWYEctro_1.jpg.296x216.jpg
20201223,长宁,北新泾,品质小区+复式+大阁楼+阳光房,1050万,4室2厅 | 159.02平米 | 南 | 简装 | 高楼层(共5层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ipKxV7YJW_1.jpg.296x216.jpg
20201223,长宁,北新泾,次顶楼双南好户型，满五唯一，小区中间,475万,2室1厅 | 79.38平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_d0TTDvvel_1.jpg.296x216.jpg
20201223,长宁,北新泾,虹康花苑二期 2000年商品房 大阁楼 西郊百联 适存,880万,3室2厅 | 124.96平米 | 南 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_tN6siMPGD_1.jpg.296x216.jpg
20201223,长宁,北新泾,贝壳优选，双天井，满五唯一，双南两房房主自荐,370万,2室1厅 | 61.5平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_zXSeLUPva_1.jpg.296x216.jpg
20201223,长宁,北新泾,绿园五村，满五唯一，售后公房，一梯两户，采光充足,365万,2室1厅 | 64.57平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0bGYN9ZDL_1.jpg.296x216.jpg
20201223,长宁,北新泾,拎包入住 配套设施齐全 楼层佳 采光好房主自荐,280万,2室1厅 | 46.79平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZYtdT1QLI_1.jpg.296x216.jpg
20201223,长宁,北新泾,近地铁，小户型总价低 业主诚意卖 6楼采好,188万,1室1厅 | 35.56平米 | 南 | 简装 | 高楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-c2611e40-c795-46e2-a7c9-58d8b181cc5e.jpg.296x216.jpg
20201223,长宁,北新泾,精装修两房，交通便利，拎包入住，房主自荐,374万,2室1厅 | 59.4平米 | 西 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZpsOLod6s_1.jpg.296x216.jpg
20201223,长宁,北新泾,边套全明户型，满五唯一，精装修，采光通风效果很好。房主自荐,428万,2室1厅 | 59.3平米 | 南 | 精装 | 中楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_x6a0xI5EZ_1.jpg.296x216.jpg
20201223,长宁,北新泾,虹园六村 2室1厅 南房主自荐,375万,2室1厅 | 52.86平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_4fdMECtMr_1.jpg.296x216.jpg
20201223,长宁,北新泾,铭晖西郊复式大四房，全朝南，露台20平，业主诚意出售房主自荐,995万,4室2厅 | 152.75平米 | 南 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_aQDLO8w9G_1.jpg.296x216.jpg
20201223,长宁,北新泾,小区安静，固定车位，满五唯一，诚意出售，户型好,760万,3室1厅 | 134平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_prIfaYxbo_1.jpg.296x216.jpg
20201223,长宁,北新泾,淞虹路站，中间位置，文明楼栋，采光佳，随时看房,248万,1室1厅 | 43.17平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_naFixHWyt_1.jpg.296x216.jpg
20201223,长宁,北新泾,户型合理，小巧精致，商圈配套齐全，业主诚售。房主自荐,210万,1室1厅 | 37.1平米 | 南 | 精装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ANlT517dH_1.jpg.296x216.jpg
20201223,长宁,北新泾,，精装修，地铁近，一梯两户飞机户型,1020万,3室2厅 | 131.14平米 | 南 | 精装 | 中楼层(共14层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_C249v5wjM_1.jpg.296x216.jpg
20201223,长宁,北新泾,瑞冬小区全明户型，近地铁，采光好,425万,2室1厅 | 71.43平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-b23f486f-14bf-42d6-8960-bacd861b0dec.jpg.296x216.jpg
20201223,长宁,北新泾,绿园十二村 1室1厅 南,235万,1室1厅 | 45.73平米 | 南 | 其他 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZSEYgK1b5_1.jpg.296x216.jpg
