20201223,杨浦,控江路,凤城二村 4室2厅 南 北,730万,4室2厅 | 118.21平米 | 南 北 | 简装 | 高楼层(共5层) | 2001年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_p6PHDQ30I_1.jpg.296x216.jpg
20201223,杨浦,控江路,新凤城双南两房  高品质  居住舒适度高,870万,2室2厅 | 96.58平米 | 南 | 简装 | 低楼层(共18层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0GK02MRWS_1.jpg.296x216.jpg
20201223,杨浦,控江路,位置好 楼层好，次顶楼，南北户型，采光好,220万,1室1厅 | 35.25平米 | 南 | 简装 | 中楼层(共5层) | 1975年建 | 板楼,http://image1.ljcdn.com/310000-inspection/test-4357fe0a-868a-4cf9-a57d-ee630b070475.jpg.296x216.jpg
20201223,杨浦,控江路,近地铁 一室户 总价低 精装修 满五年,390万,1室1厅 | 49.37平米 | 南 | 精装 | 低楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5zO5E5Pku.jpg.296x216.jpg
20201223,杨浦,控江路,内环内+采光无遮挡+全明户型+看房子方便房主自荐,493万,2室1厅 | 66.99平米 | 东南 | 精装 | 低楼层(共24层) | 2006年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_EQmglzX5l_1.jpg.296x216.jpg
20201223,杨浦,控江路,双南2房+精装修+诚意出售+楼层好+近地铁房主自荐,376万,2室1厅 | 46.7平米 | 南 | 精装 | 中楼层(共5层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_eDIpp4XBo_1.jpg.296x216.jpg
20201223,杨浦,控江路,房子南北通，小区刚刚美丽家园过，环境好,209万,1室1厅 | 37.25平米 | 南 | 精装 | 低楼层(共6层) | 1981年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_vposm4H6Q_1.jpg.296x216.jpg
20201223,杨浦,控江路,控二+精装修+带天井+业主诚意出售+看房随时房主自荐,328万,1室1厅 | 35.67平米 | 南 | 精装 | 低楼层(共5层) | 2001年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_vtEH10ltf.jpg.296x216.jpg
20201223,杨浦,控江路,《近地铁》《配套全》《原建房》《方便看房》,215万,1室1厅 | 36.31平米 | 南 | 简装 | 高楼层(共5层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_oDJu53QZx.jpg.296x216.jpg
20201223,杨浦,控江路,近公园，近地铁，客厅有窗，楼层适中，精装修拎包入住,342万,1室1厅 | 39.01平米 | 南 | 精装 | 中楼层(共5层) | 1973年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_9ldQBDN8D_1.jpg.296x216.jpg
20201223,杨浦,控江路,敦化路3弄 1室1厅 南房主自荐,205万,1室1厅 | 37.34平米 | 南 | 简装 | 低楼层(共5层) | 1967年建 | 板楼,http://image1.ljcdn.com/110000-inspection/f3c7fbdc-72e4-4ada-808a-57811f355561_1000.jpg.296x216.jpg
20201223,杨浦,控江路,满五年唯一税费少+小区中间位置+87年房龄+中间楼层,260万,1室1厅 | 43.8平米 | 南 | 简装 | 中楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_bW9zA0rjR.jpg.296x216.jpg
20201223,杨浦,控江路,电梯房，满五唯一，双阳台，全明户型，采光通风效果好,495万,2室1厅 | 84.94平米 | 西南 | 简装 | 高楼层(共18层)  | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_z69Nr7NBP.jpg.296x216.jpg
